session_swing,hand_speed_mag_swing_max_velo_x,hand_speed_mag_swing_max_velo_x_pct,torso_angular_velocity_swing_max_x,torso_angular_velocity_swing_max_x_pct,swing_efficiency,swing_efficiency_pct,bat_torso_angle_connection_x,bat_torso_angle_connection_x_pct,attack_angle_contact_x,attack_angle_contact_x_pct,poi_x,poi_x_pct,poi_y,poi_y_pct,pitch_angle,pitch_angle_pct,exit_velo_mph_x,exit_velo_mph_x_pct
103_1,1527.4279,7.4,775.7749,6.2,2.8938,13.3,121.0109,85.7,5.7984,60.9,-2.16,12.7,28.02,34.9,-7.0,28.9,97.2,86.1
103_2,1534.3438,7.9,775.3766,6.0,2.9806,21.2,124.9791,90.7,0.2952,26.3,-3.67,6.2,24.45,21.3,-7.2,21.3,88.8,36.7
103_3,1497.3859,5.9,793.0441,8.4,3.1746,44.8,122.6542,88.1,7.9991,73.8,-0.77,21.3,33.68,72.5,-6.4,59.2,88.9,37.2
103_4,1400.993,2.1,819.989,13.6,2.7059,5.3,119.3526,80.9,-0.0462,25.0,-4.2,5.8,35.8,85.5,-5.8,78.7,83.1,18.0
103_5,1548.1466,9.3,774.5865,5.7,3.0629,31.0,125.0015,90.9,8.7967,78.8,0.84,49.1,32.45,63.2,-6.5,55.0,91.6,53.6
123_1,1599.7023,16.7,921.7173,51.6,2.9061,13.9,88.9192,6.2,5.7267,60.4,3.41,69.7,32.07,61.6,-6.8,38.1,74.6,3.6
123_2,1596.892,15.8,893.4857,39.8,2.9337,16.2,88.5941,5.5,7.4062,71.3,2.33,59.9,32.88,66.7,-7.2,21.3,75.4,4.3
123_3,1661.3564,26.9,936.7556,59.9,2.9286,16.0,85.9405,2.6,11.412,91.7,1.63,54.7,36.58,88.3,-6.6,50.1,76.1,5.3
123_4,1623.4452,21.5,943.4986,64.4,3.0506,29.1,89.2442,6.9,12.0787,93.3,0.63,46.4,35.74,85.0,-6.7,43.8,82.1,15.8
123_5,1641.9329,23.8,951.7537,70.1,2.8563,11.7,84.3879,1.5,5.2066,57.1,0.76,47.7,34.7,79.3,-6.6,50.1,74.5,3.4
123_6,1598.3566,16.2,959.0009,74.2,2.6798,4.6,91.2722,10.2,4.378,51.6,-0.25,25.0,32.8,66.3,-6.9,32.8,74.1,2.9
123_7,1558.3923,10.2,876.5067,32.2,2.6287,3.1,91.0823,10.0,-3.9535,9.1,3.38,69.3,27.73,33.3,-7.2,21.3,73.2,2.2
123_8,2041.3251,84.7,853.093,22.4,2.9119,14.5,91.2759,10.3,9.1746,81.4,2.12,57.3,18.78,15.5,-8.8,2.1,57.1,0.7
123_9,1482.4194,4.8,831.7553,16.5,2.7457,6.7,85.8996,2.4,-4.3899,8.1,0.0,34.4,0.0,7.5,0.0,95.8,78.7,8.2
125_1,1966.6125,76.2,897.3729,41.5,3.6662,97.2,97.5497,23.1,12.0854,93.5,-1.65,15.8,41.87,98.1,-6.0,73.8,85.2,22.5
125_2,2013.1692,81.8,914.567,48.4,3.4997,83.8,111.2325,64.4,4.4232,51.8,-2.12,13.5,37.52,90.5,-6.3,64.2,90.0,43.9
125_3,1934.5156,73.1,914.4344,48.2,3.5332,86.7,105.1135,43.7,6.4629,65.9,-1.34,18.3,39.97,96.7,-5.9,76.3,90.3,45.4
125_4,1908.7636,70.2,940.2819,61.6,3.4436,80.0,100.8701,29.9,8.2426,75.2,-2.3,12.0,36.85,89.3,-6.2,68.2,98.1,89.0
125_5,1969.7247,76.8,934.1163,58.2,3.5163,85.9,96.7548,21.7,3.4492,45.3,-3.01,8.7,31.55,56.7,-6.8,38.1,93.9,68.9
125_6,1864.7769,63.7,937.0352,60.1,3.4244,77.6,96.5483,20.8,15.7756,98.3,-0.35,24.1,36.38,87.5,-6.4,59.2,86.3,26.2
125_7,2013.8386,81.9,954.2947,71.4,3.656,96.6,98.6455,25.5,8.719,78.3,3.08,65.8,38.68,93.8,-6.0,73.8,89.3,39.8
140_1,1611.6892,19.1,1036.7578,94.3,3.6138,92.6,115.5373,74.4,2.4568,37.5,-1.48,17.6,31.55,56.7,-5.5,84.3,93.2,64.4
140_2,1635.5471,22.5,1014.9691,91.9,3.514,85.0,109.0811,55.6,-7.0252,3.6,-3.27,7.6,27.02,29.8,-5.6,82.8,93.9,68.9
140_3,1582.7889,13.6,1066.259,96.9,3.5132,84.9,115.4885,74.0,-3.916,9.3,0.0,34.4,0.0,7.5,0.0,95.8,92.8,62.0
140_4,1771.1135,46.5,1017.9374,92.4,3.5244,86.2,115.2644,73.0,-0.2427,23.9,1.71,55.2,28.48,37.9,-6.4,59.2,90.6,47.9
140_5,1534.613,8.1,1144.3729,99.7,3.4505,80.7,111.7086,66.3,2.6121,38.9,7.14,92.3,32.24,62.1,-5.8,78.7,90.8,49.1
140_6,1642.0283,23.9,987.8556,84.3,3.4508,80.9,113.3816,70.2,0.3546,27.2,6.7,91.2,29.52,42.9,-5.8,78.7,90.4,46.1
140_7,1589.1506,14.5,1060.2632,96.0,3.6715,97.6,119.9686,83.5,-0.3624,23.4,0.0,34.4,0.0,7.5,0.0,95.8,92.4,59.2
140_8,1701.3723,34.1,1038.0801,94.5,3.1815,45.6,116.2253,74.7,4.624,53.4,-7.47,1.4,29.02,40.1,-5.8,78.7,89.4,40.4
160_1,1421.4818,2.4,846.4191,19.8,3.2801,59.6,96.1934,20.0,3.3442,44.1,3.5,71.3,19.29,15.7,-9.1,1.0,75.2,4.1
160_2,1397.6013,1.7,836.0643,17.2,3.3335,69.0,90.9244,9.8,9.3515,82.8,0.66,46.8,25.4,23.6,-8.5,3.4,75.6,4.5
160_3,1433.0162,2.8,819.3179,13.4,3.3011,62.8,87.4881,4.5,-0.6712,21.2,-2.4,11.4,17.48,15.3,-8.6,2.9,84.7,21.0
160_4,1518.1834,6.4,858.1351,24.8,3.211,49.6,95.1556,17.4,-6.9742,3.8,-0.96,19.8,14.98,15.0,-9.0,1.4,81.4,13.5
160_5,1464.5327,3.8,878.3787,33.4,3.2699,57.3,89.0298,6.5,-2.0179,15.5,5.29,84.2,23.12,18.9,-8.2,4.6,81.9,15.1
160_6,1497.6931,6.0,861.2874,26.3,3.3319,68.7,88.8512,6.0,-4.6563,7.1,-5.19,3.8,20.5,16.5,-8.3,4.1,80.5,11.0
160_7,1581.465,13.1,942.0701,63.2,3.2519,54.7,87.2494,4.1,3.3202,43.5,3.17,66.6,26.99,29.5,-8.5,3.4,86.4,26.9
160_8,1505.4874,6.2,896.9807,41.3,3.2913,61.1,89.9237,7.6,2.2451,36.5,4.17,77.1,27.53,31.8,-7.4,14.6,75.9,4.8
164_2,2036.5951,84.3,939.1716,60.9,3.6594,97.1,101.5106,31.8,6.5852,66.4,1.73,55.4,39.6,96.0,-6.1,71.3,91.2,51.1
164_3,1672.8792,28.6,949.7597,68.2,3.7606,99.0,95.5825,18.6,7.0842,68.7,-1.36,18.1,34.15,75.7,-6.8,38.1,94.1,71.0
164_4,1675.0103,29.1,971.7035,78.3,3.5334,86.9,99.7148,27.4,6.1061,63.0,3.36,68.9,33.71,73.0,-6.7,43.8,89.7,42.2
164_5,1734.0518,39.9,971.7608,78.5,3.7438,98.6,94.6924,16.2,5.748,60.6,3.21,67.0,37.05,89.7,-7.3,17.6,104.2,99.2
164_6,1655.3043,26.2,955.1552,71.6,3.7157,98.3,100.0298,28.4,6.227,63.7,0.82,48.5,33.59,72.0,-6.9,32.8,98.6,90.4
164_7,1696.2534,32.5,963.7562,76.4,3.6435,95.2,101.0927,30.8,8.2443,75.4,4.16,76.9,38.34,92.6,-6.8,38.1,91.9,56.0
164_8,1647.8418,24.6,960.5126,74.5,3.5007,84.0,95.6997,18.9,14.2048,96.4,0.0,34.4,0.0,7.5,0.0,95.8,89.7,42.2
164_9,1717.6556,36.7,1000.9654,89.0,3.2313,52.0,95.7453,19.1,5.4987,59.5,-3.08,8.4,33.46,70.6,-6.9,32.8,99.9,93.1
167_2,2116.9697,91.4,940.5644,62.1,3.7706,99.1,110.9497,62.7,11.8257,92.8,-2.03,14.5,30.27,47.6,-7.4,14.6,87.3,29.7
167_3,2081.3489,88.8,948.4964,67.8,3.245,53.9,108.0085,52.0,4.9965,55.6,4.25,77.8,33.34,69.4,-7.0,28.9,97.8,88.1
167_4,2066.6746,86.9,947.7775,67.1,3.394,75.2,109.4204,56.8,9.7433,85.0,-0.32,24.3,29.74,43.7,-7.8,7.5,90.4,46.1
167_5,2057.5823,86.1,925.6255,53.4,3.4963,83.5,106.3239,47.8,7.4748,71.8,-1.78,15.7,31.66,57.8,-7.3,17.6,94.5,73.1
167_6,2155.583,92.8,903.9458,44.2,3.6184,93.3,109.7248,58.5,9.2012,81.9,0.0,34.4,0.0,7.5,0.0,95.8,89.1,38.4
167_7,2097.6289,90.0,942.9363,63.9,3.375,74.4,108.0226,52.2,9.1922,81.6,-0.72,22.0,33.84,74.0,-7.1,25.6,97.5,87.2
167_8,2113.5635,91.2,946.5244,66.3,3.3089,64.7,108.1412,52.7,7.8056,72.8,-4.31,5.2,29.15,41.3,-7.4,14.6,97.2,86.1
17_1,1985.822,79.0,935.7427,59.6,3.2052,48.7,115.2647,73.1,6.8001,67.5,2.61,62.4,27.2,30.4,-6.2,68.2,96.5,83.6
17_2,2063.3098,86.6,989.8839,85.0,3.1926,46.6,124.5274,90.2,9.9961,86.6,-3.48,7.1,24.55,21.9,-6.6,50.1,97.0,85.6
17_3,1903.9856,69.7,959.0518,74.4,3.1763,44.9,118.609,78.7,9.8531,86.1,3.47,70.8,31.51,56.5,-5.6,82.8,97.4,86.7
17_4,1893.3812,68.2,986.2527,83.6,3.2581,55.4,121.3374,86.4,10.6642,90.0,0.0,34.4,0.0,7.5,0.0,95.8,98.2,89.4
17_5,2074.0601,88.0,993.5082,86.9,3.3866,74.9,124.7249,90.5,12.485,94.1,2.11,57.1,35.1,80.6,-5.8,78.7,97.8,88.1
174_1,1695.4988,32.2,977.5128,80.0,3.4776,82.4,117.2075,75.9,9.1395,80.7,-1.47,17.7,42.08,98.5,-5.8,78.7,81.1,12.6
174_2,1633.6425,22.2,928.8342,55.4,3.4912,83.1,119.4554,81.4,-1.1346,19.1,6.78,91.7,38.15,92.4,-5.8,78.7,79.7,9.8
174_3,1711.1967,35.5,940.8196,62.5,3.5711,90.4,119.9377,83.3,14.7171,97.6,3.83,74.4,41.23,97.6,-5.6,82.8,78.9,8.9
174_4,1638.7661,23.2,948.4382,67.6,3.4646,81.2,117.9084,76.6,-0.3109,23.8,5.63,86.1,35.55,83.6,-6.4,59.2,77.0,6.4
174_5,1456.4301,3.6,826.2573,14.8,3.4292,78.5,118.873,79.3,4.9477,55.4,0.0,34.4,0.0,7.5,-6.7,43.8,76.9,6.1
174_6,1584.6976,13.9,831.6255,16.2,3.5159,85.7,120.5795,84.5,-3.1571,11.9,11.19,98.3,31.44,55.9,-7.0,28.9,77.4,6.8
174_7,1573.0392,11.5,875.5094,31.3,3.4228,77.3,119.3874,81.1,-4.7123,6.5,7.63,93.3,33.59,72.0,-6.4,59.2,87.2,29.3
174_8,1754.8496,43.5,982.1747,82.3,3.4311,78.7,119.7635,82.4,3.2949,43.4,0.37,44.3,37.75,91.0,-6.0,73.8,77.8,7.1
178_1,1582.3668,13.4,678.2574,0.5,3.3998,75.4,101.9838,32.2,-0.5588,21.9,0.0,34.4,0.0,7.5,-7.8,7.5,76.9,6.1
178_2,1766.4188,45.4,650.3047,0.2,3.425,77.8,103.1165,37.0,14.3266,96.7,6.59,90.4,26.11,25.5,-7.7,9.0,77.3,6.5
178_3,1757.4633,44.1,739.2662,1.5,3.3207,67.5,94.5644,15.7,8.4552,76.4,6.63,90.7,26.92,29.1,-6.8,38.1,72.8,1.9
178_4,1693.0643,31.3,715.4396,1.2,3.2736,58.0,93.2737,12.0,8.9127,79.3,0.0,34.4,0.0,7.5,-9.3,0.7,84.3,20.1
178_5,1870.1686,64.7,673.1734,0.3,3.3367,69.5,88.3662,5.2,12.937,95.2,3.67,72.1,29.16,41.5,-9.0,1.4,79.6,9.6
178_6,1707.7865,35.1,680.312,0.7,3.3038,63.7,95.8866,19.4,5.2912,57.8,3.77,73.1,22.52,17.9,-8.6,2.9,84.5,20.7
178_7,1684.6896,30.3,744.4984,1.9,3.5152,85.5,90.7631,9.3,16.7876,99.1,6.72,91.5,28.56,38.4,-6.5,55.0,80.1,10.2
178_8,1556.9136,9.8,702.4617,0.9,3.0182,25.5,84.3998,1.7,14.5956,97.4,5.25,83.6,28.09,35.4,-7.4,14.6,75.0,4.0
179_1,2088.4065,89.5,1069.224,97.1,3.0918,34.8,109.5982,57.7,-0.3922,23.1,5.01,81.9,36.71,88.8,-6.4,59.2,101.2,96.2
179_2,1895.5906,68.5,1022.1777,92.9,3.2988,62.7,110.8173,62.1,-3.3392,10.8,9.77,97.4,35.99,86.9,-6.4,59.2,93.7,67.6
179_3,1973.7747,77.5,1073.1526,97.6,3.216,50.1,109.4927,57.3,4.5184,52.5,0.0,34.4,0.0,7.5,0.0,95.8,95.5,78.7
179_4,1944.5734,74.4,1021.2927,92.8,3.0902,34.6,110.9942,63.7,-6.3789,5.0,10.78,98.1,31.88,59.3,-6.8,38.1,93.0,63.2
179_5,2034.4502,84.2,1076.851,98.1,3.2832,60.1,112.8826,68.8,6.637,66.7,5.04,82.3,38.82,95.0,-5.9,76.3,92.4,59.2
179_6,1973.0345,77.3,1025.1193,93.3,3.4425,79.9,112.3547,67.6,6.0971,62.8,6.0,88.0,41.41,97.8,-5.8,78.7,98.7,90.8
179_7,1913.1676,70.9,1038.5387,94.7,3.3328,68.8,110.3089,60.2,-1.4127,17.9,0.0,34.4,0.0,7.5,0.0,95.8,106.7,99.8
180_2,1720.8092,37.7,886.2363,36.1,3.1798,45.4,102.6764,34.9,-6.9714,4.0,0.0,34.4,0.0,7.5,-10.5,0.2,83.7,18.8
180_3,1557.02,10.0,830.2324,15.7,3.2871,60.9,104.9503,42.9,-2.8834,13.3,0.0,34.4,0.0,7.5,-8.0,5.9,89.5,40.9
180_4,1773.1198,47.0,877.3553,32.9,3.3182,66.6,103.5077,38.0,-1.356,18.2,0.0,34.4,0.0,7.5,-7.2,21.3,96.4,82.9
180_5,1952.106,74.7,891.2131,38.9,3.1388,40.3,104.0036,39.6,-0.4252,22.9,9.33,96.6,19.75,16.0,-8.7,2.4,85.2,22.5
180_6,1879.734,66.4,889.3676,37.5,3.1958,47.2,104.2726,41.0,-4.6962,6.9,11.48,98.6,17.37,15.1,-8.9,1.8,89.3,39.8
180_7,1746.2184,41.3,852.7307,22.2,2.283,0.3,102.0396,32.7,0.4638,27.7,11.58,98.8,24.24,20.7,-7.0,28.9,86.8,27.9
180_8,1617.2311,20.3,875.9672,31.8,3.0834,34.1,105.9335,46.0,4.2643,50.1,0.0,34.4,0.0,7.5,0.0,95.8,83.8,19.1
185_1,1694.7347,31.8,914.3306,48.0,2.9591,18.9,132.8499,96.2,12.8084,94.8,1.66,54.9,33.6,72.3,-6.4,59.2,86.8,27.9
185_2,1655.6085,26.3,962.5801,75.9,3.2232,50.9,128.842,93.6,10.6903,90.2,0.0,34.4,0.0,7.5,0.0,95.8,90.5,47.1
185_3,1786.3766,48.9,956.0262,71.8,2.956,18.2,131.4867,95.0,17.7206,99.7,0.0,34.4,0.0,7.5,0.0,95.8,91.8,55.2
185_4,1648.8085,24.8,1074.5431,97.8,3.2778,58.9,128.7524,93.5,11.5605,92.1,0.0,34.4,0.0,7.5,0.0,95.8,90.2,44.8
185_5,1497.2688,5.7,950.462,68.8,3.0863,34.3,128.3407,92.8,10.348,88.5,4.27,78.0,33.37,70.1,-6.9,32.8,96.6,84.3
185_6,1827.885,58.3,986.741,84.0,3.0152,25.3,131.2039,94.7,15.5817,97.9,0.0,34.4,0.0,7.5,0.0,95.8,95.7,80.6
190_1,1849.3051,60.9,928.134,54.7,3.1984,47.5,91.628,10.7,-8.0776,2.8,1.8,55.9,38.72,94.1,-5.9,76.3,81.2,12.9
190_2,1823.7544,57.3,964.373,76.6,3.316,65.7,94.8067,16.7,-0.678,20.7,0.0,34.4,0.0,7.5,-5.7,81.1,76.4,5.6
190_4,1793.808,50.3,932.0698,57.5,3.161,43.5,95.543,18.1,-2.642,14.3,0.0,34.4,0.0,7.5,0.0,95.8,94.2,71.9
190_5,1817.9695,55.1,962.4423,75.6,3.336,69.4,94.8505,16.9,-1.6742,17.0,0.0,34.4,0.0,7.5,-6.2,68.2,79.3,9.3
190_6,1790.9568,50.1,913.4819,47.3,3.3174,66.3,93.6168,12.9,0.0051,25.1,4.94,81.8,44.2,99.8,-5.2,87.0,81.3,13.3
190_7,1797.4701,50.9,944.0856,64.9,3.2614,55.8,93.3458,12.4,0.4283,27.5,5.47,84.7,42.22,98.8,-5.3,86.5,87.7,31.7
190_8,1752.4701,43.0,924.1378,52.3,3.1053,36.0,94.0533,14.1,-3.3384,11.0,4.7,79.9,43.52,99.7,-5.4,85.7,88.4,35.5
198_1,1828.8563,58.7,974.561,79.5,3.5604,89.2,119.8298,82.8,4.8158,54.6,4.21,77.6,32.81,66.4,-6.7,43.8,91.4,52.8
198_2,1749.1439,42.0,952.1071,70.6,3.657,96.9,118.3467,77.8,7.8372,73.0,1.62,54.6,37.8,91.4,-6.4,59.2,87.0,28.6
198_3,1733.3549,39.8,919.5621,50.9,3.649,95.9,127.0383,91.9,3.9151,47.8,3.86,74.5,31.24,54.7,-8.1,5.2,86.4,26.9
198_4,1827.5717,58.0,901.1988,42.7,3.6367,94.5,127.182,92.1,-0.5138,22.2,8.85,95.5,34.02,74.8,-6.9,32.8,79.0,9.1
198_5,1333.75,0.7,924.806,52.5,3.6528,96.2,126.3116,91.6,3.5175,45.6,0.0,34.4,0.0,7.5,0.0,95.8,82.0,15.6
198_6,1828.7228,58.5,931.335,57.1,3.7498,98.8,125.6076,91.4,-2.7154,14.1,2.31,59.6,32.63,64.6,-5.8,78.7,79.5,9.5
198_7,1948.1177,74.5,921.5657,51.5,3.5664,89.8,120.6667,84.7,-2.3066,15.1,0.0,34.4,0.0,7.5,-3.7,91.0,87.5,30.4
199_1,2087.0928,89.3,988.3448,84.9,3.1874,46.3,94.7431,16.4,2.0412,34.3,3.36,68.9,29.63,43.2,-7.2,21.3,82.3,16.0
199_2,2072.3115,87.6,1006.6808,89.8,3.2934,61.6,94.4993,15.3,0.6014,28.6,2.65,63.0,33.53,71.3,-7.2,21.3,89.9,43.1
199_3,2040.7301,84.5,992.0082,86.2,3.4257,78.0,94.2629,14.3,4.3365,51.1,0.0,34.4,0.0,7.5,0.0,95.8,82.7,17.3
199_4,2002.0615,80.2,978.0125,80.4,3.2176,50.4,95.5784,18.4,-13.2102,0.9,6.47,89.0,27.73,33.3,-7.7,9.0,87.8,32.4
199_5,2096.1035,89.8,967.4457,77.3,3.4067,76.1,94.443,15.0,-2.9665,12.2,0.0,34.4,0.0,7.5,0.0,95.8,84.8,21.5
199_6,2155.7517,92.9,1008.5419,90.7,3.4185,76.8,95.0769,17.2,0.071,25.3,-0.09,26.7,30.89,52.1,-7.7,9.0,93.4,66.0
199_7,2013.8521,82.1,1000.2433,88.3,3.4352,79.0,95.5514,18.2,-3.7317,10.0,0.0,34.4,0.0,7.5,0.0,95.8,83.9,19.4
199_8,1992.0405,79.3,980.6074,81.4,3.2666,56.5,92.9093,11.5,-8.4557,2.2,6.52,89.5,27.65,32.7,-7.5,12.4,96.7,84.7
200_1,1954.6354,75.4,934.6328,58.7,3.0743,32.7,89.0831,6.7,6.9644,68.0,0.0,34.4,0.0,7.5,0.0,95.8,98.5,90.0
200_2,1960.7688,75.9,984.5005,83.1,2.9968,23.2,91.6038,10.5,9.1391,80.6,3.18,66.8,34.62,78.8,-6.9,32.8,92.2,57.8
200_3,1966.629,76.4,978.9661,80.7,3.1677,44.2,91.9289,10.8,12.7127,94.7,0.0,34.4,0.0,7.5,0.0,95.8,93.1,63.8
200_4,1843.1152,60.4,1034.5626,94.0,3.0465,28.4,93.2448,11.9,11.1057,91.0,-0.49,23.2,38.65,93.5,-5.9,76.3,93.0,63.2
200_5,1966.4093,76.1,986.0988,83.5,3.0617,30.6,94.632,16.0,7.2059,69.5,0.0,34.4,0.0,7.5,0.0,95.8,92.2,57.8
200_6,2029.5608,83.8,1010.8626,90.9,3.229,51.6,90.6762,8.8,14.4372,96.9,0.0,34.4,0.0,7.5,0.0,95.8,94.7,73.9
200_7,2063.1794,86.4,990.7284,85.4,3.3208,67.6,89.7661,7.4,9.7352,84.7,0.0,34.4,0.0,7.5,0.0,95.8,95.8,81.0
200_8,1870.3639,64.9,974.0237,79.3,2.7325,6.0,92.9876,11.7,9.3631,83.0,-0.81,21.1,33.43,70.4,-6.3,64.2,92.1,57.1
201_1,1831.7836,59.2,853.714,22.5,3.1843,45.8,104.9097,42.5,5.6511,60.1,8.44,94.7,33.87,74.2,-7.3,17.6,95.5,78.7
201_5,1979.5061,78.0,941.636,63.0,3.2867,60.8,102.1205,33.0,7.1605,69.0,0.0,34.4,0.0,7.5,0.0,95.8,91.3,52.0
201_6,1856.7781,62.3,943.4448,64.2,3.0691,31.5,107.5224,50.6,8.5668,77.3,3.52,71.4,38.75,94.3,-6.8,38.1,93.6,67.0
201_7,1953.8995,75.2,1000.7633,88.6,2.9494,17.7,111.5476,65.7,11.2194,91.6,-2.55,10.2,37.76,91.2,-6.5,55.0,89.4,40.4
201_8,1856.1096,62.1,889.1753,37.2,3.0122,25.0,111.1442,64.0,11.1033,90.9,7.82,93.6,38.43,92.9,-6.0,73.8,94.9,74.5
203_1,1662.7665,27.2,1018.8356,92.6,2.5814,2.1,98.5422,25.0,-4.704,6.7,0.0,34.4,0.0,7.5,0.0,95.8,78.4,7.7
203_2,1688.7562,30.8,1083.4275,98.3,2.5402,1.5,96.7484,21.5,-4.5596,7.6,3.32,68.7,22.35,17.6,-4.7,89.7,82.7,17.3
203_3,2007.3146,81.2,1084.3707,98.5,2.5578,1.9,98.3553,24.6,-0.348,23.6,0.0,34.4,0.0,7.5,0.0,95.8,76.0,5.1
203_4,1612.6973,19.4,1058.8584,95.9,2.652,3.4,98.5634,25.1,-2.4231,14.8,0.0,34.4,0.0,7.5,0.0,95.8,74.0,2.8
204_4,2188.3718,94.7,930.0713,56.3,3.8093,99.3,106.5833,48.7,-2.8997,12.7,0.0,34.4,0.0,7.5,0.0,95.8,91.8,55.2
204_5,2281.2024,97.4,910.2516,46.8,3.6085,92.3,110.3635,60.4,2.5052,38.2,0.91,49.6,38.67,93.6,-6.0,73.8,96.1,82.0
204_6,2086.033,89.2,935.3301,59.0,3.5541,88.6,110.6583,61.3,2.6465,39.1,2.02,56.6,41.15,97.4,-5.7,81.1,100.2,93.5
204_7,2186.05,94.5,923.716,52.0,3.6218,93.5,109.1353,56.1,7.4977,72.1,-0.76,21.6,41.62,97.9,-6.1,71.3,93.3,65.1
204_8,2056.1892,85.9,932.5211,57.7,3.2036,48.5,109.1218,55.9,7.5581,72.5,0.0,34.4,0.0,7.5,0.0,95.8,99.5,92.0
215_1,1365.2805,1.0,813.8157,12.2,2.9673,19.8,115.4404,73.7,-2.748,13.9,0.0,34.4,0.0,7.5,-5.5,84.3,83.4,18.3
215_2,1313.0151,0.5,805.4482,10.5,2.8014,9.1,116.7276,75.2,1.4872,31.8,0.77,47.8,30.65,50.6,-6.9,32.8,78.5,7.9
215_4,1293.911,0.2,758.7107,2.6,2.8764,12.7,116.5761,75.0,-0.9021,20.0,0.0,34.4,0.0,7.5,0.0,95.8,73.8,2.6
215_5,1363.3009,0.9,796.5503,9.3,2.7747,8.3,119.9748,83.6,-0.14,24.6,0.0,34.4,0.0,7.5,0.0,95.8,81.0,12.1
219_1,1609.3304,18.6,928.3644,54.9,2.704,5.2,108.1845,52.8,3.0368,41.5,0.0,34.4,0.0,7.5,0.0,95.8,89.7,42.2
219_2,1638.781,23.4,859.0831,25.6,2.9338,16.4,105.0304,43.2,9.0663,80.2,0.0,34.4,0.0,7.5,0.0,95.8,94.7,73.9
219_3,1771.7495,46.8,898.6724,41.7,2.9854,22.2,105.4834,44.4,6.2534,63.9,0.61,46.0,34.12,75.5,-6.8,38.1,91.6,53.6
219_4,1665.7158,27.4,934.3813,58.5,2.997,23.4,102.5164,34.4,7.1692,69.4,0.0,34.4,0.0,7.5,0.0,95.8,90.6,47.9
219_5,1697.761,32.9,918.7406,50.4,2.7675,7.7,106.299,47.5,3.3604,44.2,3.59,71.8,37.27,90.2,-5.7,81.1,84.7,21.0
219_6,1677.2682,29.3,864.8637,27.5,3.0272,26.7,106.0797,46.5,3.8179,47.0,0.0,34.4,0.0,7.5,0.0,95.8,96.0,81.5
219_7,1651.2404,25.5,944.1888,65.1,3.2061,48.9,102.2127,33.2,4.4816,52.3,3.93,75.2,37.64,90.9,-3.5,91.2,91.0,49.8
219_8,1691.0153,31.2,919.7593,51.1,2.9368,16.5,103.7537,39.2,9.0735,80.4,0.0,34.4,0.0,7.5,0.0,95.8,95.3,76.5
24_1,1637.4738,22.9,941.3226,62.8,3.2858,60.4,107.0629,49.9,7.2922,70.4,-0.15,26.2,29.77,44.4,-6.4,59.2,95.5,78.7
24_2,1702.3969,34.3,816.4987,12.7,3.3763,74.5,113.0303,69.4,8.1575,74.4,-6.73,1.7,26.58,27.2,-6.1,71.3,95.5,78.7
24_3,1698.9133,33.4,848.8565,21.0,3.441,79.3,109.6087,57.8,10.3286,88.1,0.0,34.4,0.0,7.5,0.0,95.8,92.4,59.2
24_4,1609.1129,18.2,822.1306,13.9,3.2163,50.3,110.2965,60.1,-0.4731,22.7,3.42,70.1,27.6,32.4,-6.4,59.2,92.5,59.8
24_5,1666.6575,27.7,929.8365,56.1,3.2733,57.8,110.9884,63.2,1.3802,31.0,2.5,61.1,32.5,63.9,-6.6,50.1,98.8,91.1
244_1,2103.0886,90.9,987.9926,84.5,3.5304,86.6,108.1153,52.5,3.1081,42.2,-7.63,1.0,34.27,76.2,-5.5,84.3,95.3,76.5
244_2,2045.8262,84.9,996.0505,87.3,3.5504,88.1,110.8028,62.0,1.5549,32.2,0.75,47.5,36.4,87.8,-5.1,87.6,88.9,37.2
244_3,2062.2319,86.2,962.2961,75.4,3.4022,75.6,109.0391,55.1,2.7486,39.8,3.41,69.7,32.97,67.3,-5.3,86.5,88.1,33.9
244_4,2184.8992,94.1,1032.0563,93.6,3.4031,75.7,110.55,61.1,0.51,28.1,-0.89,20.3,40.41,97.1,-4.9,88.6,93.8,68.3
244_6,1936.7683,73.7,894.4899,40.3,3.4731,81.9,107.4476,50.4,-0.1151,24.8,3.43,70.4,31.69,58.0,-5.7,81.1,93.6,67.0
244_7,2019.1949,82.6,948.4161,67.5,3.5467,87.8,110.1478,59.6,-0.8126,20.3,0.0,34.4,0.0,7.5,-5.7,81.1,99.7,92.6
244_8,2006.9653,81.1,915.8615,49.4,3.2802,59.7,109.4857,57.1,6.7775,67.1,-0.43,23.6,29.71,43.4,-6.2,68.2,89.1,38.4
25_1,1625.9155,21.7,874.375,30.8,3.6755,97.8,96.6981,21.2,9.203,82.1,-0.01,26.9,35.33,82.4,-6.3,64.2,80.9,11.6
25_2,1728.6124,38.6,851.9583,21.9,3.5408,87.4,105.0773,43.5,2.7661,39.9,0.0,34.4,0.0,7.5,0.0,95.8,81.2,12.9
25_3,1707.6447,34.9,856.2198,23.4,3.7436,98.5,102.0665,32.9,3.9214,48.0,0.09,42.5,35.21,81.1,-5.1,87.6,78.8,8.5
25_4,1721.8013,38.0,882.5307,34.8,3.8474,99.5,99.8112,27.5,6.2922,64.7,0.0,34.4,0.0,7.5,0.0,95.8,82.5,16.4
25_5,1595.171,15.5,704.8157,1.0,4.1486,99.8,99.8214,27.7,4.0726,48.5,6.72,91.5,33.08,68.2,-5.6,82.8,80.0,10.0
